n1,n2,sentiment
22528309,22052282,0.27364507810824706
127486569,86177206,0.2942009585715048
28731961,61015562,0.11924945128890489
3232895802,30311356,0.40764523997899255
1132189957,838006482,0.5350756965486951
20251654,16793287,0.3209707804709913
31703974,334988425,0.39758902353318776
334988425,52944689,0.2602794043762142
59491108,492833134,0.06379337380018173
59491108,282695161,0.2676200110167333
20251654,59829817,0.18169616772215094
1305543613,59829817,0.1440673155198054
347971482,379498878,0.2597160914630427
62645216,16146692,0.28310502122129355
62645216,18492940,0.2632907363550611
907258501,32071013,0.527804905174566
1890308449,22052282,0.4786751742430244
16793287,16045956,0.3309585231580707
40532427,71036272,0.3038207087026826
1255179128,71036272,0.28700988613769146
1923895026,177702195,0.18449547798045415
269946558,250497146,0.6206908831108768
27503607,581518524,0.3019652365655775
116783980,9082922,0.20391313413063797
15097698,413470255,0.1365137798729497
413470255,20175865,0.3721082337948895
167621823,319420349,0.12945175167249814
269946558,1433227584,0.6816189668006709
17606369,127486569,0.3115092732559115
26519763,19550464,0.22764971674405546
206877842,1202205522,0.8708432254352011
123481439,478153611,0.7767003923058882
28731961,478153611,0.09697881373158855
838006482,20175865,0.2838206347470289
347971482,24655764,0.29558065537887207
24868543,1890308449,0.47253384944069743
1344539976,811783063,0.40843011384056677
245399797,811783063,0.7172763162682485
1132189957,118735414,0.29673568081331136
61664932,347971482,0.42349326168007495
602807375,206877842,0.41756900825172794
522718572,32071013,0.2165303996927943
1923895026,24655764,0.2314686949124504
61664932,24655764,0.7501360845625346
250497146,205889882,0.081052139939216
17824265,205889882,0.3972033638694713
167621823,233761277,0.22008142164514088
116783980,21343653,0.2700180507064107
602807375,18448384,0.1495418380940768
35603124,17422976,0.29088481033767555
602807375,58316145,0.42574050104787686
31703974,379498878,0.2763102847410506
379498878,1130537934,0.49500599671020706
34842246,319420349,0.19596295937830896
34842246,104362261,0.12544730999365925
379498878,27944689,0.432304666545043
369534928,16793287,0.2373834781164091
269946558,71036272,0.40076177771871946
1344539976,838006482,0.19307779623300797
838006482,413470255,0.5976105295254918
17955706,1923895026,0.1477464700789287
379498878,16272310,0.4019566357017174
127486569,1202205522,0.391401040497214
15905092,48050455,0.3569661541380581
1344539976,32071013,0.11133914534820698
233761277,36654245,0.4419834619771069
16667912,16793287,0.21967770999682124
35603124,27944689,0.3829184668269882
62645216,15905092,0.16429700642308867
497005469,125186206,0.31706378294792525
88246253,733263122,0.6508567864820743
6742412,1305543613,0.429613370119201
1912083895,1305543613,0.24147304626063887
632133098,66914769,0.20051597343282232
66914769,99580679,0.14074957398206112
319420349,15966651,0.21445538125649816
334988425,233761277,0.4740654662007403
27503607,490706800,0.7539605478220586
222695674,1344539976,0.4424962780494939
41981181,245399797,0.28574305929820343
62645216,17850268,0.328583910621833
226409888,17850268,0.7448171127178129
319420349,20175865,0.17148129849492239
319420349,64229716,0.012975861881521793
206877842,334988425,0.4942076247879201
22052282,17198100,0.09838261743815127
52282776,2302214911,0.3273818902333702
40532427,497005469,0.20431955734095134
158232890,3232895802,0.2559761979027229
269946558,16045956,0.54061834969222
167621823,438019172,0.23819737312758563
438019172,52944689,0.2824404011538331
2720553168,21343653,0.3678403429772094
2720553168,907258501,0.5974009658587631
40532427,1923895026,0.3721149026872443
18448384,19747572,0.16188460649084824
19747572,282695161,0.6221995863596735
19550464,16793287,0.030127315916661696
62645216,118735414,0.2758689533172124
61664932,41981181,0.5086113350448481
14410652,15790186,0.6208512117257023
31703974,21343653,0.2803496250262451
602807375,18169110,0.4625786179196436
15905092,30311356,0.23870322049366866
1255179128,15966651,0.13745040144462084
9082922,252398355,0.2749503943896098
158232890,15905092,0.402941260660916
59491108,15905092,0.18896247400636135
18448384,478153611,0.5838561619324575
22181836,399596991,0.38678516566053855
66546898,319420349,0.24856281877404499
27503607,1130537934,0.10092287061347796
272490401,21343653,0.4487252097846677
65498467,99580679,0.10814539405276186
56390535,99580679,0.3757372827980688
15905092,205889882,0.2722774536994545
1912083895,15996925,0.24031967311496677
522718572,1912083895,0.5128664813660156
40532427,425937551,0.4457149589576163
233761277,250497146,0.20588330385855183
438019172,492833134,0.14772071984783552
1255179128,61313751,0.43825582488437503
334988425,20175865,0.2721070860115198
116783980,492833134,0.1404720099698363
19046653,245399797,0.4246896545431995
27503607,16272310,0.16797066216789402
245399797,443297726,0.24909189042136523
86177206,16146692,0.1727739231493964
1132189957,2720553168,0.5393294153302942
257939371,66546898,0.2562011470857058
257939371,1202205522,0.42919498324462246
59491108,71036272,0.2873429980530762
123481439,20175865,0.4785336348597262
269946558,20175865,0.35137586042270086
40532427,24868543,0.27890121644824484
16146692,17422976,0.21309181147250464
334988425,245399797,0.5446364486639245
66546898,17422976,0.0706334045480619
18448384,158232890,0.031727030942575826
158232890,490706800,0.22388034391753178
158232890,347971482,0.41888479410675866
15097698,492833134,0.10696365449574398
16667912,19550464,0.28683542332305934
206877842,35700018,0.5519269888192194
497005469,204183944,0.2825666639301328
127486569,116783980,0.2393138846112189
177702195,22509548,0.4265068709165859
1656057482,67026176,0.12247558843448433
67026176,319420349,0.21721099840174854
14410652,394166747,0.5786552895433447
27503607,17422976,0.18099643919624683
231815020,17422976,0.609466933174724
24868543,127486569,0.4470945087724504
6742412,16317603,0.17250049219155103
1360615250,22528309,0.6875731642626848
334988425,269946558,0.23135041561496325
379498878,490706800,0.32308198823517903
13284722,1305543613,0.2616321164989237
16667912,1305543613,0.2794410423330086
34842246,15790186,0.1374273484523555
3232895802,32071013,0.284619663883239
34842246,61313751,0.2050982600448305
118735414,15905092,0.31179797635566875
492833134,264257730,0.43698550646934753
86177206,16317603,0.12670505259893214
158427758,15097698,0.23791462198131239
15097698,22052282,0.4525008298091746
1255179128,66124619,0.5330987729981922
158232890,127486569,0.4193769699864171
127486569,319420349,0.030990676134619154
379498878,71036272,0.20276217901712656
61313751,22181836,0.1896385188317061
1912083895,16793287,0.029564653089445156
123481439,282695161,0.878924892925442
282695161,15751083,0.3329243529686967
838006482,21343653,0.42473848943340436
602807375,26519763,0.1151476120008979
158232890,52944689,0.29891648971492285
158232890,16272310,0.6458788660615348
25080063,228554424,0.04515011867961804
25080063,25896141,0.17809425964789025
40532427,177702195,0.27258513727689065
177702195,1536617431,0.03614479628586262
347971482,15734625,0.33364534046047983
28731961,379498878,0.2943917686847759
71036272,205889882,0.24744453418865192
59133139,86177206,0.37873205158079665
86177206,1433227584,0.20954955418392718
497005469,71036272,0.3919867062473769
1890308449,19046653,0.27570893272215147
347971482,282695161,0.2908315282175871
222695674,24868543,0.45822194047010945
222695674,182550591,0.2092362762410591
127486569,16272310,0.2597041011905031
59491108,811783063,0.6758331951051934
18492940,245399797,0.46229180544896087
2720553168,379498878,0.3815254383599268
61664932,425937551,0.6165268992929094
425937551,27503607,0.09269866677286775
347971482,52944689,0.16848612238229393
62645216,22509548,0.4664563974436642
18169110,250497146,0.06097794331207613
1923895026,379498878,0.36689351211983073
61664932,522718572,0.15534898882402215
80940214,88246253,0.1932133515324881
522718572,16667912,0.6413133154398494
478153611,35700018,0.3991071378947767
413470255,1360615250,0.04537922856426092
86177206,48050455,0.15828042543171192
26519763,334988425,0.2406597925860941
245399797,15996925,0.18706351720733982
61313751,22509548,0.5490305406723789
19046653,811783063,0.4303032124119866
206877842,67026176,0.5347407460987023
206877842,14662354,0.7915106518865707
86177206,16272310,0.1374125304426685
282695161,758110538,0.15549901344010836
1890308449,245399797,0.0725110137818287
334988425,369534928,0.0074163807751894
24655764,22509548,0.7154501407600826
41981181,1305543613,0.1766789751749527
17606369,15905092,0.3405468433929822
17606369,231815020,0.7470588420811706
24655764,492833134,0.17469370310385854
6742412,19550464,0.3689869318869168
272490401,61664932,0.14654901200633985
67026176,1360615250,0.4405782720354924
17955706,158427758,0.28391271968390563
24655764,15734625,0.12946089373670594
127486569,24655764,0.31110035468099173
21343653,287903073,0.23632163359492017
15790186,59829817,0.2769457476187754
319420349,27944689,0.5890000698054817
497005469,2302214911,0.2862294603688492
61664932,18492940,0.3276492861947748
17606369,59491108,0.15650614602383486
15905092,421344061,0.42037591181835837
379498878,421344061,0.4790330692495711
24655764,3232895802,0.3422088757955161
222695674,492833134,0.12658639462242405
31703974,492833134,0.12573129498427563
272490401,9082922,0.49395469427788347
9082922,22181836,0.050872750172908314
56390535,23978578,0.16917963788592544
23978578,99580679,0.31001423283713475
21343653,421344061,0.5178939245708299
88246253,1305543613,0.36763013822344737
28731961,233761277,0.10852458544305185
564824282,67026176,0.375849154265753
15097698,6742412,0.17188432986346788
882947018,52944689,0.27228537554652854
15097698,16667912,0.11882250253631528
369534928,52282776,0.3944205673795316
52282776,335537750,0.3033135705570723
123481439,16667912,0.7237569147464121
6742412,1433227584,0.0636376778759979
34842246,581518524,0.2616002127364623
14410652,411701635,0.5152365265981866
497005469,88246253,0.5563256062624102
6742412,30311356,0.1724457101943262
21343653,1433227584,0.4138359069593336
15751083,245399797,0.30115457549415464
9082922,22052282,0.3702163037919173
22052282,15996925,0.4476089248624734
282695161,507731256,0.3227749963465731
88246253,59829817,0.1904384822753964
86177206,104362261,0.10977389391676777
18492940,22052282,0.18904771096032516
413470255,182550591,0.23340968561272588
269946558,52282776,0.6158778020931619
602807375,40532427,0.06758855621025406
71036272,204183944,0.046652799290982025
16667912,379498878,0.3560004956649439
61664932,20175865,0.29668053886852186
425937551,21343653,0.24622483371874324
62645216,127486569,0.19922034613419748
62645216,86177206,0.24293495249587135
80940214,117082566,0.2118090850737455
17606369,1344539976,0.457419290310099
1132189957,40532427,0.23850788153434624
206877842,15905092,0.6740319178775079
17850268,30311356,0.1111222050185182
31703974,19747572,0.3764515568739437
31703974,52944689,0.29666878751643966
66546898,2720553168,0.5470084909326461
2720553168,497005469,0.260776592534753
80940214,1433227584,0.12109383509370704
1344539976,15790186,0.4068784111841045
32071013,22528309,0.1555969389986595
602807375,272490401,0.27278927283682347
22509548,250497146,0.7257423365336751
347971482,18492940,0.2622091852474949
71036272,22052282,0.260356909604446
347971482,233761277,0.16857262215774427
40532427,35603124,0.19974507960569282
52944689,758110538,0.284627883419816
22509548,22052282,0.1744379829137758
18492940,30311356,0.34189561601992396
177702195,907258501,0.2272483525928921
17606369,3232895802,0.409344854082289
40532427,1706026082,0.4337617592814929
40532427,86177206,0.3228758355523806
18169110,233761277,0.07894366458195001
62645216,19550464,0.08055244280459968
497005469,52944689,0.2353930424913804
34842246,399596991,0.17154986918599166
18169110,17850268,0.15388102998099584
1132189957,123481439,0.528919016513621
522718572,52944689,0.545208349129292
602807375,62645216,0.30047547221612503
27503607,204183944,0.2696320006503041
62645216,282695161,0.2769234629735547
32071013,59829817,0.2830011150226664
62645216,907258501,0.11820932572981266
62645216,21343653,0.2337135067019302
882947018,379498878,0.34705202907325156
17850268,1433227584,0.08953774903675657
838006482,17850268,0.7204189040467214
21343653,1265149364,0.33637690222199224
22528309,16793287,0.4606792434618354
20251654,16317603,0.21134193711344956
257939371,71036272,0.15956514568319843
19046653,1305543613,0.08767271350324454
1344539976,758110538,0.609239679577384
564824282,34842246,0.026310466718240836
58316145,26519763,0.32635915894676687
1706026082,15905092,0.15738537351259188
269946558,1305543613,0.228644693315798
334988425,182550591,0.5998934303578699
158232890,182550591,0.5554706852442192
22509548,17422976,0.5732721984363507
413470255,27676828,0.5511892036849382
27676828,15790186,0.568593880727022
549600704,282695161,0.14538968129642707
347971482,15905092,0.038674649637415445
59491108,88246253,0.17163896378735122
14410652,22181836,0.3993641381635238
1890308449,88246253,0.0686418640987877
18448384,61313751,0.4179609522945513
17850268,1912083895,0.3184140627467269
602807375,1706026082,0.35690671183889966
127486569,1527558726,0.14564976892233772
41981181,52282776,0.25736536644649805
18492940,104362261,0.307466512495477
425937551,177702195,0.17941728689134354
1132189957,127486569,0.12573275524183286
20175865,581518524,0.07864665049331025
26519763,18492940,0.16397322975888148
15790186,64229716,0.3283029968070325
23978578,228554424,0.25387893229493536
23978578,25896141,0.3325803807444251
413470255,22509548,0.626776563325394
204183944,1527558726,0.003566764028966308
497005469,269946558,0.11814783413851203
15751083,59829817,0.11369432794885491
20823648,88246253,0.6587698941092683
15905092,104362261,0.1845924624869811
27503607,15734625,0.04574152387025753
492833134,35603124,0.28220616988398645
119775366,56390535,0.1264956383249571
65498467,56390535,0.47713381267767047
492833134,104362261,0.012574122263591196
88784440,9082922,0.48541283624255854
478153611,1202205522,0.12986106163127942
116783980,16667912,0.15767316674713477
478153611,549600704,0.054780680596452705
18169110,17606369,0.14140961987110603
21343653,944456239,0.20276649340179156
838006482,1202205522,0.6539128199118058
18169110,24655764,0.08296943209523822
23978578,403667375,0.34612901860246065
32071013,52282776,0.5428305675891087
334988425,907258501,0.38421778165241155
522718572,71036272,0.46132703326153873
127486569,549600704,0.17886658435042507
66546898,16146692,0.2765961807737849
19550464,14662354,0.18662712533679915
59491108,86177206,0.04574127244697858
25896141,66914769,0.04969542302905961
25896141,99580679,0.09063067237550125
17606369,66546898,0.08388273199023182
61015562,204183944,0.25148189789555264
66124619,22509548,0.5776520618102217
67026176,413470255,0.41116699072453283
86177206,22181836,0.23350038306431706
17850268,20823648,0.7216270623030054
119775366,403667375,0.1831204166520042
1912083895,245399797,0.3596224079032087
222695674,944456239,0.2919686672489124
222695674,61015562,0.11355164250670734
9082922,14662354,0.060791447662434425
1890308449,1305543613,0.43889356985913497
118735414,204183944,0.272433467092246
347971482,16667912,0.23683450089497476
206877842,71036272,0.6088287511884123
61015562,581518524,0.3790838108314158
17606369,61015562,0.15157403690234084
602807375,123481439,0.2783923184126067
18448384,48050455,0.6157914081109893
564824282,222695674,0.17168893004891406
602807375,1656057482,0.10115415186238963
210427918,632133098,0.13659725602984304
632133098,403667375,0.08638284924047614
18169110,19046653,0.4836472439937598
18448384,226409888,0.23041380171404158
522718572,497005469,0.2583807869091738
18448384,619215615,0.5708215709463479
22509548,95281047,0.40530494577032733
167621823,123481439,0.487099671190685
18448384,838006482,0.13164563543599492
123481439,40532427,0.41034322644664245
369534928,569244581,0.25912546259410696
32071013,1360615250,0.47357566530482736
40532427,19747572,0.16749739428898588
347971482,811783063,0.5071256606970745
1656057482,24868543,0.051168082689868596
619215615,399596991,0.12918525000542494
369534928,16018516,0.2550098113967971
257939371,478153611,0.33002644111141155
116783980,71036272,0.20770682600534698
15097698,61015562,0.18107403575466394
66124619,88507556,0.7667091318970464
394166747,1305543613,0.36185435594567783
490706800,421344061,0.7138101552294288
564824282,17606369,0.06838782025133658
71036272,19550464,0.12083537789364418
490706800,252398355,0.6011439895941947
564824282,40532427,0.421734820625551
222695674,16146692,0.25651473396959024
20251654,22052282,0.4315843475618834
22643800,30311356,0.7287781846256145
16667912,1433227584,0.12455246930345285
61664932,231815020,0.12153047211835952
15097698,379498878,0.28045260389914445
19550464,20823648,0.4926018678656251
619215615,19046653,0.3759859181647915
59491108,35603124,0.4039094068926823
80940214,16667912,0.17193907019960863
1923895026,19747572,0.5709509525435575
1132189957,13284722,0.05464177002102725
438019172,21343653,0.18252224428670272
118735414,231815020,0.8379944391853594
182550591,27944689,0.8156958086576903
758110538,17824265,0.40671624846074583
22528309,16045956,0.5899242220228682
16317603,16793287,0.25764985535800367
522718572,20251654,0.6497327355388397
492833134,944456239,0.2995986981202201
222695674,15905092,0.21767851293737675
58316145,27503607,0.2675521977209527
478153611,24655764,0.24353222308221215
177702195,35603124,0.22670487696143196
272490401,22509548,0.10717455858444502
497005469,14622223,0.13144765208136716
522718572,245399797,0.7004466387182666
204183944,811783063,0.5107376487815102
123481439,26519763,0.5415123563315878
52944689,22052282,0.34474030288126806
61664932,252398355,0.6808584474283326
282695161,17422976,0.24491451957529148
1433227584,52282776,0.22982319980830798
17955706,67026176,0.4557719823603748
182550591,30311356,0.13509523755906674
1890308449,22181836,0.26371430113289895
35603124,22509548,0.3823570762638574
1890308449,3232895802,0.38109358573543217
231815020,36654245,0.41538201982578893
15097698,3232895802,0.25448753592803003
9082922,20823648,0.5161901999672592
1132189957,269946558,0.3724279041864165
116783980,182550591,0.24892475319261367
15790186,16045956,0.13255353418988935
20175865,394166747,0.42524161008908434
16667912,1265149364,0.5324678803338769
14662354,20251654,0.24558662972185177
66124619,52944689,0.2862358100952762
838006482,231815020,0.2620427379018984
334988425,478153611,0.44636683898415686
272490401,88784440,0.270367524653005
39508427,758110538,0.16379124572349435
206877842,86177206,0.930389511094665
123481439,34842246,0.6874439881030325
61015562,264257730,0.3961494830191763
22052282,17976923,0.360646383563798
61664932,15966651,0.33996213796100483
61313751,17422976,0.0606691666573334
61664932,88246253,0.6359431164201413
549600704,177702195,0.25743470432762466
632133098,228554424,0.15140458888146582
522718572,15374174,0.18120019499055162
425937551,20175865,0.33922322684370676
123481439,66124619,0.8264570798185693
80940214,22052282,0.4395080255553804
18169110,838006482,0.6592510955535592
21773704,65498467,0.6531681064804262
30311356,15790186,0.17233479367732138
24868543,61015562,0.6077027722492484
210427918,21773704,0.7008778304994555
21773704,23978578,0.8921094536570361
1912083895,16045956,0.20855160959945904
16667912,24295482,0.1514340112063575
16146692,1360615250,0.21434439330190422
18169110,22181836,0.2982783809152496
158427758,287903073,0.17486139369389941
443297726,59829817,0.1348876890326339
836914616,18492940,0.4276567903858866
16317603,443297726,0.2949644653297078
167621823,20175865,0.037730497964864065
66546898,1202205522,0.2036152332172908
125186206,733263122,0.03976436893964762
1255179128,438019172,0.37558451324900094
1890308449,20251654,0.06685174299064556
116783980,907258501,0.1523684414867643
272490401,231815020,0.12824043380246739
182550591,1527558726,0.31406224218439865
16146692,231815020,0.7678926785513249
22181836,394166747,0.2867683270894394
319420349,128587008,0.10685266687035769
1433227584,59829817,0.30041723099920165
602807375,210427918,0.20470665096500473
158427758,20823648,0.41872709256995355
1255179128,238670666,0.2828450033790425
1706026082,35700018,0.3818983245592712
71036272,117082566,0.32769462862805415
54744689,14590614,0.18179550311428858
5741722,14590614,0.08958523337592315
59133139,20823648,0.39730997392149964
1536617431,1360615250,0.19682163849105136
228554424,99580679,0.1835096096083746
369534928,126085496,0.09447359411814536
1656057482,31703974,0.40190148618702004
21773704,56390535,1.0
522718572,59829817,0.5306938912668158
619215615,17976923,0.7203640855743823
59133139,117082566,0.5179310575359264
250497146,16045956,0.20151438877187627
206877842,20251654,0.8036948916278251
25896141,268463179,0.2691859176865278
54744689,228554424,0.27154291302810274
15751083,758110538,0.3109796300723759
15751083,2302214911,0.1504189165064852
56390535,228554424,0.22830529876569458
59133139,1890308449,0.37824993704900284
56390535,25896141,0.3225430775675413
61313751,549600704,0.1931920702173676
413470255,22643800,0.7429085389544362
13284722,282695161,0.29652846336839167
22181836,1060487274,0.26558673378045217
21773704,25080063,0.8559396974599697
14622223,335537750,0.22778477369647246
394166747,117082566,0.10290409883865523
438019172,238670666,0.15360233989371144
96723147,228554424,0.38586856400710756
54744689,119775366,0.22099322178150976
15996925,2302214911,0.3963099366971093
529733928,7004382,0.0574147878847968
268463179,403667375,0.33047870385231554
210427918,96723147,0.10810674298512223
95281047,88507556,0.5048388839486596
15374174,24295482,0.8126828940602724
95281047,126085496,0.20848017231958232
181692013,21343653,0.44916690088704303
21157904,16667912,0.6660755322311173
100091223,20823648,0.821102925813137
190760270,569244581,0.27759401778341986
14413466,22052282,0.18693381047277507
210249492,22509548,0.365793979807391
37237811,204183944,0.4286495595569977
37870523,125186206,0.1968084106300431
23199122,125186206,0.4701427697934247
5741722,17393915,0.21731926849017655
14979330,5741722,0.1639712719010831
33545336,228554424,0.19758394193686862
23097951,228554424,0.37129659449464886
47415772,80940214,0.6293348402708862
177702195,20175865,0.1920434955878337
18492940,177702195,0.25777986968136773
245399797,127486569,0.22539163713165766
245399797,71036272,0.22047790128656017
14410652,59491108,0.5333411746056959
14410652,59133139,0.21254059541633885
15905092,66546898,0.23394722996631867
204183944,15905092,0.07760615671258264
334988425,61664932,0.2992996614035868
14410652,61664932,0.21316776032877122
250497146,86177206,0.15104846110284595
250497146,282695161,0.08678739911138958
15790186,522718572,0.7557025474904857
5741722,15790186,0.5882969490163285
16793287,22509548,0.5245323340141901
16793287,14410652,0.45460504002524194
20175865,58316145,0.33225577337230633
17422976,20175865,0.24533825270856305
27676828,15097698,0.5048246719718317
22643800,15097698,0.7140494077625075
347971482,80940214,0.3387809669300012
88784440,347971482,0.44700470398889114
19550464,222695674,0.27111593332265443
35700018,222695674,0.37130302682001126
478153611,26519763,0.2666190845236718
478153611,838006482,0.5784113368891703
27503607,62645216,0.2879174851882181
27503607,116783980,0.1856147277206089
379498878,24868543,0.21297461643961418
379498878,282695161,0.3707633422800329
838006482,127486569,0.5246031614663652
2302214911,127486569,0.21664090677213668
478153611,1344539976,0.5072518755383103
478153611,15905092,0.17425264263362034
52944689,34842246,0.30566400483600986
1265149364,52944689,0.23433993380702486
16793287,233761277,0.25414737220476247
16793287,41981181,0.06661327704985252
21343653,48050455,0.2604278163301104
14410652,48050455,0.6393547701360721
16317603,1912083895,0.31640913275688154
59829817,16317603,0.33593284959928094
86177206,118735414,0.17854876699781186
52944689,118735414,0.2739401409201385
347971482,1344539976,0.3712719726288145
347971482,59491108,0.26993628928563584
20175865,62645216,0.2718552541630119
52944689,62645216,0.10602921409344591
20251654,86177206,0.16788963737397644
22528309,20251654,0.527818230881443
1912083895,16667912,0.25241263778268125
19046653,1912083895,0.11913323178198812
347971482,334988425,0.2716669292380343
116783980,334988425,0.4719983722034905
421344061,22509548,0.7824325698226964
14622223,1912083895,0.25279543768247437
14622223,245399797,0.5070516789093341
17606369,17955706,0.1356313518218568
27503607,17606369,0.22564404769837415
882947018,564824282,0.03970232881422604
882947018,257939371,0.32425975753930036
492833134,206877842,0.9041095803484872
492833134,28731961,0.020715075011311902
182550591,58316145,0.1619810966702125
182550591,48050455,0.15905938497004202
52282776,14410652,0.4984260643448856
52282776,15790186,0.013307618785927755
549600704,118735414,0.17136523277438262
128587008,118735414,0.19221194804379488
334988425,1656057482,0.1457148737244462
19747572,334988425,0.18532280312743793
15097698,1656057482,0.42790445579305464
21343653,59491108,0.2268826662060518
21343653,347971482,0.2243302756097063
1912083895,21343653,0.17567248574363054
17198100,1912083895,0.23885271965913502
127486569,334988425,0.2835137134253619
319420349,334988425,0.22029040332613994
17850268,24868543,0.5557224687249057
17850268,233761277,0.20133754077232566
522718572,1132189957,0.5487479211665857
18492940,522718572,0.4660283615349344
24655764,1344539976,0.45648156863587097
104362261,1344539976,0.5319626870945782
379498878,425937551,0.31923268540600613
379498878,116783980,0.24290926484946077
127486569,31703974,0.18755147098943695
17850268,31703974,0.14921723213635427
59491108,1132189957,0.2911647433021437
52944689,59491108,0.1859451517288918
16667912,1255179128,0.41556608969874054
379498878,1255179128,0.24322724913333005
245399797,369534928,0.5199940897518935
52282776,245399797,0.05988648130058952
61015562,334988425,0.4366665922695431
61015562,425937551,0.18710339902907014
206877842,1132189957,0.755727517119512
67026176,1132189957,0.21163042858780812
118735414,127486569,0.31661911652958624
48050455,118735414,0.15257325559316962
86177206,838006482,0.5849112205006336
35700018,838006482,0.3003046005995787
15905092,334988425,0.22286295966130754
35603124,15905092,0.18557610661721213
52944689,61664932,0.4966222862662515
21343653,233761277,0.3202164445691749
104362261,21343653,0.21785491199106516
20251654,269946558,0.5833367918719925
18492940,269946558,0.37763386739687743
204183944,127486569,0.062176056438457084
19046653,204183944,0.24710245917060117
21343653,66546898,0.22949194112138097
21343653,24868543,0.3027693441349898
334988425,40532427,0.17072567861436466
116783980,40532427,0.34716587548600963
16667912,233761277,0.07218077575088583
14410652,272490401,0.21254284752001532
104362261,14410652,0.5393561572395701
182550591,347971482,0.25554908619036854
182550591,16146692,0.16613280011020706
14410652,18169110,0.6077464384721557
14410652,31703974,0.5450844463031027
21343653,17606369,0.388074507064197
492833134,17606369,0.16225423417278884
118735414,15097698,0.2609085471307117
20175865,15097698,0.26424322267426315
34842246,222695674,0.09198805460672922
882947018,34842246,0.10688024306421241
264257730,127486569,0.35034745780547627
80940214,17955706,0.18357837866743595
20823648,80940214,0.7420890691083795
16667912,269946558,0.6170175555750322
27503607,31703974,0.13161261236240115
27503607,319420349,0.3852605147127259
34842246,62645216,0.11819724292832416
59491108,62645216,0.1931880646954002
443297726,369534928,0.27115512722906426
95281047,369534928,0.24895885148500066
231815020,58316145,0.6246459167384798
231815020,319420349,0.5037395679214316
478153611,127486569,0.2764125324974983
71036272,478153611,0.17063679336747417
549600704,393577394,0.19904966087261927
18492940,549600704,0.36540954190019237
167621823,602807375,0.31278078454365477
836914616,167621823,0.32944159963400527
21343653,413470255,0.3166386662234089
238670666,233761277,0.26704221236486586
1912083895,233761277,0.34749292182302755
497005469,334988425,0.14841266528099353
16317603,497005469,0.5357847608941496
182550591,62645216,0.22063564956592993
182550591,26519763,0.47559415418653095
1912083895,269946558,0.43170865085128335
64229716,1912083895,0.03532380653487351
15905092,18448384,0.2890791978046421
836914616,18448384,0.6874941768449545
379498878,17606369,0.2711778249143047
379498878,118735414,0.3786048549807354
34842246,118735414,0.09891250806756716
24655764,34842246,0.18549440898699968
334988425,66546898,0.48396121104402207
379498878,1706026082,0.24642007259512738
2302214911,16667912,0.29186851173387135
2302214911,30311356,0.2349414571040992
882947018,334988425,0.5007392018477566
35700018,334988425,0.1522862630875601
492833134,26519763,0.29680761457165783
22643800,26519763,0.4354330374871342
411701635,86177206,0.03905660003372304
17824265,86177206,0.40409400851827576
177702195,21343653,0.16608186987114334
16793287,177702195,0.1583274135821976
32071013,269946558,0.21164924123632473
32071013,1890308449,0.5292156559189698
492833134,158232890,0.5298427619746402
22643800,158232890,0.2257222209456656
492833134,118735414,0.13855333948208498
478153611,425937551,0.030567582837637157
182550591,425937551,0.12494178688385553
14410652,116783980,0.5004438763800043
250497146,14410652,0.6549433610176929
22509548,1130537934,0.7417015584399376
1527558726,22509548,0.5055271706276102
492833134,48050455,0.05448661055037294
61313751,272490401,0.6992468013037347
379498878,61313751,0.23798814884029432
379498878,334988425,0.198454472457682
379498878,478153611,0.3424872723660977
16793287,245399797,0.3004712505323497
15790186,269946558,0.65967464273852
15790186,16317603,0.17018437346856352
22509548,347971482,0.47890065076055266
245399797,347971482,0.176015707633577
1890308449,58316145,0.0986615598325228
6742412,59133139,0.5442222305935495
758110538,6742412,0.0956935521604413
282695161,319420349,0.37459266254600754
61015562,347971482,0.22278671811921133
19046653,61015562,0.4819860222207078
492833134,58316145,0.0577362161161436
116783980,66546898,0.09654448664305593
1360615250,116783980,0.13857548307364173
30311356,66546898,0.1015066520648384
104362261,177702195,0.23923170778158115
104362261,490706800,0.5517156368529192
59491108,334988425,0.43858647577280657
182550591,59491108,0.18399614253775276
16793287,497005469,0.37675403561748433
15996925,16793287,0.2848168955297515
27676828,836914616,0.7496345087017676
811783063,13284722,0.5286900375411421
811783063,838006482,0.2476897126327832
18492940,24655764,0.34704928695337706
16317603,18492940,0.42913077161469504
18492940,67026176,0.07379825736080099
18492940,334988425,0.17828436750133206
16146692,18169110,0.07542047594881955
1912083895,18169110,0.3681425400314249
233761277,24868543,0.46575561038824614
233761277,116783980,0.11004748720471232
425937551,26519763,0.2599398414292993
41981181,26519763,0.10148269379498659
22643800,16146692,0.8801819447552839
88246253,22643800,0.684906989905443
16317603,269946558,0.6588236102026473
335537750,16317603,0.41901641076085444
18492940,490706800,0.30793394892266085
27503607,882947018,0.19097041075192556
1202205522,882947018,0.11732906921170123
421344061,177702195,0.40672268463240724
16317603,16667912,0.12810474096115887
32071013,61664932,0.16153114593441512
32071013,529733928,0.05873137186220892
1912083895,61664932,0.35087501838930574
18448384,1132189957,0.36370495321383833
59133139,18448384,0.12274924616430545
15790186,22528309,0.6429732932292044
15905092,15097698,0.25378892196087677
24655764,15097698,0.1435054858625295
21343653,123481439,0.5085786082741846
